NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR ,MONTO
VIDRIO ARTESANAL XA QUIXE S DE RL MI ART,GENERACION DE ELECTRICIDAD U OXI-HIDROGENO PARA HORNOS DE FUNDICION DE VIDRIO PARA PRODUCCION TIPO ARTESANAL,MAQUINARIA INDUSTRIAL,1504282
DESTILERIA LOS DANZANTES SA DE CV,MICROPROPAGACION DE AGAVES MEZCALEROS PARA CONTRARRESTAR EL DESABASTO DE PLANTAS PARA LA PRODUCCION DE MEZCAL EN EL ESTADO DE OAXACA,AGROINDUSTRIAL,1891698
CHOCOLATE MAYORDOMO DE OAXACA S DE RL DE CV,DESARROLLO TECNOLOGICO DE UNA LINEA DE PRODUCTOS OAXAQUENOS PASTEURIZADOS LISTOS PARA SU CONSUMO,ALIMENTOS,2096347
INTEGRA SERVICIOS ESPECIALIZADOS EN COMPUTO SA DE CV,DESARROLLO DE UN SERVICIO AUTOSUSTENTABLE DE TELECOMUNICACION BASADO EN IP PARA COMUNIDADES OAXAQUENAS DE BAJO PERFIL SOCIOECONOMICO Y DEMOGRAFICO,TELECOMUNICACIONES,1167752
OAXACA AEROSPACE SA DE CV,CONTINUACION DEL PROYECTO DE DESARROLLO DE AERONAVE ESTRATEGICA PARA SEGURIDAD NACIONAL Y USO DEPORTIVO BIPLAZA DE TIPO CANARD,AEROESPACIAL,3614288
NOVALOSA PROYECTOS SA DE CV,DESARROLLO INNOVADOR DE UN SISTEMA CONSTRUCTIVO PREFABRICADO MIXTO A BASE MUROS Y ELEMENTOS ESPECIALES DE SOPORTE PARA LA CONSTRUCCION DE VIVIENDAS DE DESARROLLO SOCIAL,CONSTRUCCION,689886
HERROZINC SA DE CV,DESARROLLO TECNOLOGICO DE DISENO Y CONSTRUCCION DE UN PROTOTIPO  DE EQUIPO MOVIL PARA LA ELABORACION DE PRODUCTOS VIBROCOMPRIMIDOS A BASE DE CONCRETO EN MEZCLA SEMI-SECA,CONSTRUCCION,2979962
PRODUCTORES DE MIEL MEXICANOS SPR DE RL,INNOVACIONES TECNOLOGICAS EN PRODUCTOS A BASE DE MIEL PARA POBLACION INFANTIL EN EL ESTADO DE OAXACA,ALIMENTOS,2147240
WAS GROUP S DE RL DE CV,"DISENO Y DESARROLLO DE SISTEMA PROTOTIPO PARA OBTENCION DE MAQUETAS ELECTRONICAS TRIDIMENSIONALES 3D INTELIGENTES (METI) DE ZONAS ARQUEOLOGICAS CON FINES DE DOCUMENTACION INTERACTIVA PATRIMONIAL
PILOTEO EXPER. ZONA ARQUEOLOGICA CHOLULA, PUEBLA",TECNOLOGIAS DE LA INFORMACION,4752345
PROBAYES AMERICAS SA DE CV,VISENS: ANALISIS AUTOMATICO DE VIDEOS Y SENSORES PARA LA GESTION DE ESPACIOS INTELIGENTES.,TECNOLOGIAS DE LA INFORMACION,805000
WAS GROUP S DE RL DE CV,"PROTOTIPO INNOVADOR DE VEHICULO ANFIBIO TODO TERRENO (TIPO ORUGA), CON SISTEMA DE AGUA PRESURIZADA DE ULTIMA TECNOLOGIA, PARA LA PREVENCION Y ATAQUE DE INCENDIOS FORESTALES EN ZONAS DE DIFICIL ACCESO -INVENCION PATENTABLE-",AUTOMOTRIZ,7113197
INVESTIGACION APLICADA SA DE CV,ESCALAMIENTO DE UN PROCESO DE EXTRACCION Y PURIFICACION DE INMUNOGLOBULINAS CONTRA ROTAVIRUS HUMANO Y PRUEBAS PRECLINICAS EN BIOTERIO PARA DETERMINAR SU EFECTO TERAPEUTICO,FARMACEUTICA,1094415
MEXTRAUMA SA DE CV,PLANTA PILOTO PARA LA FABRICACION DE REEMPLAZO TOTAL DE CADERA NO CEMENTADA CON EL DESARROLLO DE RECUBRIMIENTOS AVANZADOS DE HIDROXIAPATITA Y PROTOCOLOS DE BIOCOMPATIBILIDAD,SALUD,18965161
RASSINI FRENOS SA DE CV,SISTEMA PILOTO SEGUIDOR DE CONTORNO PARA EL ACABADO AUTOMATIZADO DE AUTOPARTES DE HIERRO FUNDIDO.,AUTOMOTRIZ,1619345
DEACERO SA DE CV,DISENO E IMPLEMENTACION DEL PROTOTIPO DEL SISTEMA DE ALIMENTACION AUTOMATICO DE VARILLA TRANSVERSAL MALLA ELECTRO SOLDADA PUEBLA,MAQUINARIA INDUSTRIAL,2745125
DEACERO SA DE CV,DISENO DEL PROTOTIPO DEL SISTEMA DE ESCURRIDO ELECTROMAGNETICO PARA CONTROL DE ZINC EN GALVANIZADO DE ALAMBRE DE ACERO,MAQUINARIA INDUSTRIAL,3518713
A&P SOLUTIONS SA DE CV,"FORMULACION DE UN MATERIAL PLASTICO COMPUESTO CON ALTOS NIVELES DE DESEMPENO AL IMPACTO, APLICADO AL DISENO DE VIGA PARACHOQUES (BUMPER BEAM) PROTOTIPO, CAPAZ DE CUMPLIR LOS REQUERIMIENTOS INTERNACIONALE DE SEGURIDAD APLICABLES A LA INDUSTRIA AUTOMOTRIZ.",AUTOMOTRIZ,4213050
CORPORATIVO AGROINDUSTRIAL DE STEVIA SAPI DE CV,DESARROLLO DE UN PROCESO ENZIMATICO PARA LA MEJORA DEL RENDIMIENTO Y CALIDAD DE EDULCORANTES NATURALES DE STEVIA REBAUDIANA.,ALIMENTOS,1279361
AGROALTAMIRA OMETEPEC SC DE RL DE CV,DISENO DE PREPARACIONES ENZIMATICAS E INOCULOS FUNCIONALES COMO ADITIVOS DE ALIMENTOS FORRAJEROS,ALIMENTOS,1497200
RASSINI FRENOS SA DE CV,DESARROLLO DE UN DISPOSITIVO DE ALEACION RAPIDA PARA HIERROS GRISES PARTIENDO DE UN METAL BASE,METALURGIA,2586078
THYSSENKRUPP PRESTA DE MEXICO SA DE CV,"DESARROLLO DE UN NUEVO PROCESO DE FORJA EN FRIO, CON AHORROS DEL 80% EN HERRAMENTALES, Y MEJORA EN ACABADO SUPERFICIAL.",METALMECANICA,13867952
RASSINI FRENOS SA DE CV,"SISTEMA PILOTO PARA TRITURAR RETORNOS, OPTIMIZAR LA FUSION EN HORNOS DE INDUCCION EN LA MANUFACTURA DE AUTOPARTES Y REDUCIR LAS EMISIONES DE CO2 EQUIVALENTE",AUTOMOTRIZ,2728780
PREFIXA VISION SYSTEMS SA DE CV,ESCALAMIENTO MULTIUSUARIOS PARA VISUALIZACION FOTOREALISTA EN LA NUBE BASADO EN TECNOLOGIA GPU,TECNOLOGIAS DE LA INFORMACION,2702500
DUAL TALLERES METAL MECANICA SA DE CV,"DISENAR, DESARROLLAR, PROBAR Y VALIDAR UN NUEVO SISTEMA UNIVERSAL INTELIGENTE PROTOTIPO QUE  PUEDA IDENTIFICAR ATRIBUTOS FISICOS Y/O DE ESPECTRO DE COLOR  EN  MATERIALES, PARTES Y COMPONENTES CON CAPACIDAD DE MANEJO DE MULTIPLES ATRIBUTOS SIMULTANEOS",MECATRONICA,2479868
INVESTIGACION APLICADA SA DE CV,DESARROLLO Y EVALUACION DE UNA VACUNA VECTORIZADA PARA EL CONTROL DE LA INFLUENZA AVIAR H7N3,FARMACEUTICA,1315400
VOLKSWAGEN DE MEXICO SA DE CV,DISENO Y CONSTRUCCION DE EQUIPOS ELECTROMAGNETICOS PARA ANALISIS DE VIBRACIONES EN SISTEMAS MECANICOS AUTOMOTRICES,AUTOMOTRIZ,4554940
HUF MEXICO S DE RL DE CV,"DISENO, DESARROLLO Y PUESTA EN SERVICIO DE UN CUARTO LIMPIO NIVEL 7 DE INVESTIGACION DE NUEVOS PRODUCTOS DE ELECTRONICA AUTOMOTRIZ.",AUTOMOTRIZ,35997200
DUAL TALLERES METAL MECANICA SA DE CV,"INVESTIGACION DE MATERIALES, DISENO, DESARROLLO, PRUEBA Y VALIDACION DEL  1 EJE DE ACOPLAMIENTO FLOTANTE DE ALTA CAPACIDAD DE DESLIZAMIENTO AXIAL CON 100% DE INCREMENTO EN VIDA UTIL PARA INCREMENTAR 5% EL DESEMPENO DE LAS TURBINAS GENERADORAS DE ENERGIA",MAQUINARIA INDUSTRIAL,4246513
SEGLO SA DE CV,"DESARROLLO DE UN SISTEMA LOGISTICO GLOBAL OPERACIONAL  GLS, DENOMINADO SWMS (SEGLO LOGISTICS WAREHOUSE MANAGEMENT SYSTEM) COMO INNOVACION PARA LA EFICIENCIA DEL ALMACEN Y PREPARACION DE PEDIDOS  EN LA INDUSTRIA AUTOMOTRIZ Y DE BIENES DE CONSUMO",TECNOLOGIAS DE LA INFORMACION,17030279
INDUSTRIAS NORM SA DE CV,"DISENO, DESARROLLO Y FABRICACION DE PROTOTIPOS PARA EL APROVECHAMIENTO TOTAL DE LOS SUBPRODUCTOS OBTENIDOS DEL RECICLAJE DE LLANTA DE DESECHO",MAQUINARIA INDUSTRIAL,9096420
VOLKSWAGEN DE MEXICO SA DE CV,DISENO Y DESARROLLO DE MODELOS MATEMATICOS PARA LA INTERPRETACION Y RECONSTRUCCION DE IMAGENES TOMOGRAFICAS COMPUTARIZADAS EN SISTEMAS AUTOMOTRICES.,AUTOMOTRIZ,14642400
EFECTO DIGITAL INTERACTIVO SA DE CV,IBEROCAP: SISTEMA DE CAPTURA DE MOVIMIENTO PARA CINE Y VIDEOJUEGOS CON TECNOLOGIA MEXICANA.,TECNOLOGIAS DE LA INFORMACION,1274774
PMP PRODUCTOS Y MAQUILAS DE PUEBLA SA DE CV,OPTIMIZACION DE PROCESO Y FABRICACION DE SISTEMA PROTOTIPO SEMIAUTOMATIZADO PARA LA OBTENCION DE EXTRACTOS HIDROGLICOLICOS PARA LA INDUSTRIA FARMACEUTICA Y COSMETICA,QUIMICA,5085000
VERDUORO SPR DE RI,IMPLEMENTACION DE UN SISTEMA INNOVADOR PARA LA DESHIDRATACION DE VERDURAS CONSERVANDO SU VALOR NUTRICIONAL.,ALIMENTOS,3825000
DATIOTEC AEROESPACIAL S DE RL DE CV,VALIDACION DE PROTOTIPO DE NANOSATELITE PARA SU INDUSTRIALIZACION FASE A2,AEROESPACIAL,6744135
MOLDEO Y CENTRIFUGADO DE METALES SA DE CV,DESARROLLO EN PLANTA PILOTO DE NUEVO PROCESO ELECTROSTATICO DE PINTURA EN POLVO APLICADA EN PIEZAS METALICAS PEQUENAS DEL SECTOR AUTOMOTRIZ,MAQUINARIA INDUSTRIAL,3318239
MOLDEO Y CENTRIFUGADO DE METALES SA DE CV,DESARROLLO PILOTO DE CONTROL VIRTUAL AVANZADO SIMPLIFICADO PARA ELIMINACION DE INTERFACES ESTANDAR EN MAQUINARIAS PARA PROCESOS DE INYECCION DE METAL A ALTA PRESION.,AUTOMOTRIZ,3256938
PROBAYES AMERICAS SA DE CV,SIREEX: DESARROLLO Y TRANSFERENCIA DE GESTURE THERAPY©: UN SISTEMA DE REHABILITACION DE EXTREMIDADES SUPERIORES DE BAJO COSTO,TECNOLOGIAS DE LA INFORMACION,1014000
CIPSA INDUSTRIAS SA DE CV,"DESARROLLO DE NUEVOS PROTOTIPOS DE RODILLOS DE COMPACTACION MECANICA DE SUELOS, CON SISTEMAS DE VIBRACION, TRUE-EDGE, SISTEMAS HIDRAULICOS Y ANALISIS DEL NIVEL DE COMPACTACION EN TIEMPO REAL INTEGRADO EN EL EQUIPO",CONSTRUCCION,3478000
CORETOOL SA DE CV,"PROTOTIPADO DE ENGRANES MEDIANTE METALURGIA DE POLVOS, RECTIFICADO DE INVOLUTAS Y TRATAMIENTO TERMICO POR LASER DE FIBRA OPTICA.",MAQUINARIA INDUSTRIAL,4342873
INNOVATOOL SA DE CV,LABORATORIO DE PRUEBAS DE EROSION EN MAQUINA ADAPTADA 5 EJES EN MANUFACTURA AVANZADA DE INCONEL Y EROSION DE HERRAMIENTA ROTATIVA DE DIAMANTE POLICRISTALINO (PCD) PARA LA  INDUSTRIA AEROESPACIAL.,METALMECANICA,8156399
QUETZAL AEROESPACIAL S DE RL DE CV,INNOVACION DEL PROTOTIPO DE UN SISTEMA AEREO NO TRIPULADO.,AEROESPACIAL,8486515
QUINETIX SA DE CV,DESARROLLO DE MINIAMBULANCIA AGIL PARA ZONAS ALTAMENTE CONGESTIONADAS O DIFICIL ACCESO.,AUTOMOTRIZ,2229100
RESIDUOS INDUSTRIALES MULTIQUIM SA DE CV,SISTEMA INNOVADOR DE TRATAMIENTO DE CONTAMINANTES LIQUIDOS RECALCITRANTES POR OXIDACION ELECTROQUIMICA,QUIMICA,483229
COMERCIALIZADORA Y EROSIONADOS DE QUERETARO SA DE CV,"LABORATORIO DE ANALISIS DE FRENOS DE CARBON, PARA APLICACIONES AUTOMOTRICES Y AERONAUTICAS. ETAPA 1: REDUCCION DE CALOR POR MEDIO DE RECUBRIMIENTO CERAMICO MEDIANTE LA TECNICA DE SPUTTERING",AEROESPACIAL,4444401
MELWOOD FINANCE S DE RL DE CV,"DISENO Y DESARROLLO DE UN SISTEMA TECNOLOGICO NEURONAL DE RECONOCIMIENTO Y CONTEO VEGETAL PARA ANALIZAR E IDENTIFICAR VEGETACION EXISTENTE EN UNA SUPERFICIE DETERMINADA, A FIN DE EVALUAR USOS DE SUELO.",TECNOLOGIAS DE LA INFORMACION,4837700
PLASTICOS TECNICOS MEXICANOS SA DE CV,DESARROLLO DE UN NUEVO MATERIAL SUSTENTABLE A PARTIR DE RESINAS FUNCIONALIZADAS PROVENIENTES DE FUENTES DE RECICLADO,PLASTICOS,2288440
BYPASA SA DE CV,DESARROLLO DE UN SISTEMA PARA LA CARACTERIZACION MECANICA DE MATERIALES POLIMERICOS APLICADOS A NUEVOS DISENOS DE PARTES ANTI-VIBRATORIAS,AUTOMOTRIZ,1213531
IMBERA SA DE CV,SISTEMAS DE ENFRIAMIENTO INTELIGENTES DE MAYOR EFICIENCIA PARA LA DISMINUCION DE LA HUELLA DE CARBONO,MAQUINARIA INDUSTRIAL,5276130
ORBY ROTOMOLDEO SA DE CV,DESARROLLO DE UNA MAQUINA AVANZADA PARA ROTOMOLDEO DE ALTA CAPACIDAD,PLASTICOS,1971750
CHEMISA SA DE CV,"DISENO, FABRICACION Y PRUEBAS DE DESEMPENO EN PLANTA PILOTO DE EMPAQUE ESTRUCTURADO.",PETROQUIMICA,1675916
AQUANIMALS S DE RL DE CV,BIORREACTOR AUTOMATIZADO PARA PRODUCCION INTENSIVA DE MICROALGA (SPIRULINA SP.) Y SU USO COMO PROBIOTICO EN ALIMENTOS,AGROINDUSTRIAL,2801200
NUCITEC SA DE CV,"ESTUDIOS DE PREFORMULACION, FARMACOCINETICOS Y DE TOXICIDAD CRONICA DE UN ANALOGO DE CARNITINA COMO POTENCIAL FARMACO INNOVADOR PARA EL SINDROME METABOLICO",QUIMICA,3180461
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV,DESARROLLO TECNOLOGICO DE MONITOREO Y CONTROL PARA SISTEMAS DE CULTIVO INTENSIVO HORTICOLA BAJO INVERNADERO DE BAJO COSTO APLICANDO TECNOLOGIAS DE ULTIMA GENERACION,AGROINDUSTRIAL,3817680
ESPECIALISTAS EN TURBOPARTES SA DE CV,RECUBRIMIENTOS AVANZADOS PARA CARAS DE SELLADO EN TURBOMAQUINARIA,MAQUINARIA INDUSTRIAL,4149539
STEEL & TRUCKS SA DE CV,PROTOTIPO DE UNA MAQUINA DE TRIPLE EXTRUSION EN FRIO CON SISTEMA  DE CONTROL DE PRODUCCION CON VIDEO ASISTENCIA,MAQUINARIA INDUSTRIAL,2759618
AQUANIMALS S DE RL DE CV,DESARROLLO DE UN MODELO PARA PREDECIR LA PRODUCCION Y MEJORAR LA PRODUCTIVIDAD EN CULTIVO DE RANA TORO BAJO INVERNADERO,AGROINDUSTRIAL,2790350
ALIMQRO DE MEXICO SA DE CV,DESARROLLO DE CEPAS DE LEVADURA DE CERVEZA PARA SUSTITUIR INSUMOS Y AUMENTAR LOS RENDIMIENTOS EN LA ELABORACION DE PAN Y CERVEZA,ALIMENTOS,392112
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV,INNOVACION BIOTECNOLOGICA APLICADA AL DESARROLLO TECNOLOGICO DE AUTOMATIZACION PARA SISTEMAS DE CULTIVO INTENSIVO ACUICOLA EN MEXICO.,AGROINDUSTRIAL,3766800
CENTRO DE INGENIERIA AVANZADA EN TURBOMAQUINAS S DE RL DE CV,CENTRO DE INNOVACION VIRTUAL (VIC),ENERGIA,984916
COMERCIALIZADORA ILLESPINO SA DE CV,DISENO Y DESARROLLO TECNOLOGICO DE UN NUEVO PRODUCTO PARA EL TRATAMIENTO DE AGUAS RESIDUALES EN MEDIOS DE TRANSPORTES TERRESTRES Y AEREOS.,BIOTECNOLOGIA,5529388
COMPANIA MEXICANA DE RADIOLOGIA CGR SA DE CV,"SISTEMA DE INFORMACION HOSPITALARIA Y EXPEDIENTE CLINICO ELECTRONICO
PARA LA GESTION DE SERVICIOS DE SALUD",TECNOLOGIAS DE LA INFORMACION,2143999
TRANSMISIONES Y EQUIPOS MECANICOS SA DE CV,DESARROLLO DE PROTOTIPOS DE UNA TRANSMISION MANUAL DE SIETE VELOCIDADES PARA APLICACION EN VEHICULOS DE ALTO DESEMPENO.,AUTOMOTRIZ,10000000
OPENPAY SAPI DE CV,"PLATAFORMA TECNOLOGICA ABIERTA PARA REALIZAR OPERACIONES FINANCIERAS Y BANCARIAS, ASI COMO EL RASTREO DE TRANSACCIONES A TRAVES DE DISPOSITIVOS MOVILES EN TIEMPO REAL Y CON GEOLOCALIZACION, QUE FACILITEN A LOS USUARIOS LA ADMINISTRACION DE SUS RECURSOS.",TECNOLOGIAS DE LA INFORMACION,9624977
ROBUSPACK S DE RL DE CV,DISENO Y FABRICACION MAQUINA DIGIBOX SEGUNDA GENERACION TECNOLOGICA,MAQUINARIA INDUSTRIAL,1953670
ROBUSPACK S DE RL DE CV,DISENO Y FABRICACION MAQUINA VISUAL COUNTER SEGUNDA GENERACION TECNOLOGICA,MAQUINARIA INDUSTRIAL,2252543
NUCITEC SA DE CV,MEDICAMENTO INNOVADOR PARA EL TRATAMIENTO DE LA DIABETES MELLITUS TIPO 2 Y LA DISMINUCION DE SUS COMPLICACIONES MICRO Y MACROVASCULARES,QUIMICA,2952487
AQUANIMALS S DE RL DE CV,DESARROLLO DE TECNOLOGIA AUTOMATIZADA PARA UN CULTIVO ACUAPONICO (RANA-LECHUGA),AGROINDUSTRIAL,2850950
GENECORP SA DE CV,APLICACION DE TECNICAS DE NANOTECNOLOGIA EN LA ENCAPSULACION DE COMPONENTES LIPIDICOS PARA SU INCORPORACION EN ALIMENTOS FUNCIONALES,ALIMENTOS,1516050
KOPPERT MEXICO SA DE CV,"SELECCION, EVALUACION Y DESARROLLO DE LA TECNOLOGIA PARA EL USO DE UN MIRIDO DEPREDADOR COMO AGENTE DE CONTROL BIOLOGICO DE MOSCA BLANCA (BEMISIA TABACI) Y PSILIDO (BACTERICERA COCKERELLI ) EN CULTIVOS DE TOMATE BAJO INVERNADERO",AGROINDUSTRIAL,803449
BOMBARDIER AEROSPACE MEXICO SA DE CV,"DESARROLLO Y CALIFICACION DE UN PROCESO DE ANODIZADO AMIGABLE CON EL AMBIENTE, PARA APLICACIONES DE ADHERENCIA (BONDING SYSTEM) EN APLICACIONES ESTRUCTURALES DE LA INDUSTRIA AEROESPACIAL",AEROESPACIAL,1242604
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV,EQUIPO BIOTECNOLOGICO MULTIFUNCIONAL PARA DETERMINAR EN TIEMPO REAL GRADO DE MADUREZ Y CONTENIDO DE ANTIOXIDANTES LICOPENO Y B-CAROTENO EN JITOMATE Y ZANAHORIA.,AGROINDUSTRIAL,3669000
IRIZAR MEXICO SA DE CV,"INNOVACIONES DE PRODUCTO EN LA NUEVA CARROCERIA I5 VERSION CORTA Y MEJORAS A LOS PROCESOS DE MANUFACTURA PARA SU DESARROLLO, CON  IMPACTO COMPETITIVO EN SU SECTOR",AUTOMOTRIZ,3996292
ITP INGENIERIA Y FABRICACION SA DE CV,INDUSTRIALIZACION DE RUEDA DE VANOS,AEROESPACIAL,7534072
BOMBARDIER AEROSPACE MEXICO SA DE CV,PROCESAMIENTO SUPERFICIAL DE MATERIALES COMPUESTOS PARA LA ADHESION EFECTIVA DE ESTRUCTURAS PRIMARIAS EN APLICACIONES AERONAUTICAS,AEROESPACIAL,1725060
ARNESES ELECTRICOS AUTOMOTRICES SA DE CV,DESARROLLO DE CONECTORIZACION PARA FIBRA OPTICA PLASTICA DE DOBLE CAPA CON ATENUACION MENOR 200 DB/KM CON APLICACION LASER Y TERMINAL CON SISTEMA DE AUTO SUJECION.,AUTOMOTRIZ,4799861
INNOVATOOL SA DE CV,"LABORATORIO DE PRUEBAS PARA OPTIMIZAR LA MAQUINABILIDAD DE MATERIALES COMPUESTOS CON HERRAMIENTAS ESPECIALES Y RECUBRIMIENTOS EN BASE A DEPOSICION FISICA DE VAPOR. ETAPA 1: FAMILIAS ALUMINIO-CROMO, ALUMINIO-TITANIO",AEROESPACIAL,5047443
BIOEXTRACTO SA DE CV,"DESARROLLO CLINICO, IMPLEMENTACION REGULATORIA Y COMERCIALIZACION DE UNA NOVEDOSA VACUNA TERAPEUTICA DE APLICACION NASAL PARA LA PREVENCION Y TRATAMIENTO DE LA ATEROSCLEROSIS.",QUIMICA,2976600
GS DE MEXICO S DE RL DE CV,GENERADOR EOLICO PARA CHIMENAS DE TIRO FORZADO,ENERGIA,4107277
ENERGIA SUMINISTROS E INSTALACIONES SA DE CV,DESARROLLO DE UN SISTEMA MULTI-DEPOSITO PARA RECUBRIMIENTOS SELECTIVOS DE ALTA EFICIENCIA DE TEMPERATURA MEDIA (100-400øC) POR LA TECNICA RF-SPUTTERING REQUERIDOS ENÿ COLECTORES SOLARES PARA CALOR DE PROCESO.,ENERGIA,6620154
INNOVACIONES ALTERNATIVAS DEL SURESTE SA DE CV,GENERADOR SOLAR DE AIRE CALIENTE PARA SU USO INICIAL EN INDUSTRIAS DEL SECADO DE LA MADERA Y CHILE HABANERO.,ENERGIA,4251288
TECNOLOGIA RENOVABLE DE MEXICO SA DE CV,"SISTEMA MOVIL PARA LA ASISTENCIA DEL TURISTA O PASEANTE EN MEXICO PARA EL INCREMENTO DE SU SEGURIDAD, OPTIMIZACION DE RECORRIDOS, CONOCIMIENTOS HISTORICOS Y CULTURALES CON REALIDAD AUMENTADA.",TECNOLOGIAS DE LA INFORMACION,2248650
BAJIO TECNOLOGIA INDUSTRIAL SA DE CV,INSTRUMENTACION DE UN MODELO DE LOGISTICA PARA BIODESCONTAMINAR ESPACIOS IN-SITU CON VAPOR DE PEROXIDO DE HIDROGENO,TECNOLOGIAS DE LA INFORMACION,896491
MAALO CHE SPR DE RL DE CV,AUTOMATIZACION DE ESTUFA PARA EL MEJORAMIENTO DEL PROCESO DE SECADO Y PRESERVACION DE LA MADERA,AGROINDUSTRIAL,2715325
CONSULTORIA E INNOVACION GLOBAL S DE RL DE CV,DESARROLLO DE UNA PLATAFORMA INTEGRAL DE COMUNICACIONES Y SEGURIDAD PARA PYMES,TECNOLOGIAS DE LA INFORMACION,1957380
NUTHRED S DE RL MI,IMPLEMENTACION DE UN PROTOTIPO DE CLINICA INTEGRAL PARA PREVENCION Y CONTROL DE ENFERMEDADES CRONICO-DEGENERATIVAS,SERVICIOS,2127920
ACUACULTURA PLANEADA S DE RL,LABORATORIO DE REPRODUCCION DE PECES MARINOS 1A  FASE:  ESTABLECIMIENTO DE UN BANCO DE REPRODUCTORES,AGROINDUSTRIAL,5079283
PRODUCTORA DE ESPECIES ACUATICAS SA DE CV,"INVESTIGACION, DISENO Y DESARROLLO DE UN SISTEMA PROTOTIPO MOVIL PARA PROCESO DE SACRIFICIO DE CAMARON POR CHOQUE TERMICO.",BIOTECNOLOGIA,4557293
PRODUCTORA DE ESPECIES ACUATICAS SA DE CV,"VALIDACION Y ESCALAMIENTO DE UN PROCESO PILOTO PARA EL CULTIVO SUSTENTABLE DE CAMARON BLANCO (LITOPENAEUS VANNAMEI) EN SISTEMA BIOSEGURO, EN EL ESTADO DE SINALOA.",BIOTECNOLOGIA,2473046
IMPLEMENTOS OCHOA SA DE CV,CLASIFICADORA DE CAMARON CON DISPOSITIVO DE CALIBRACION ELECTROMECANICO,MAQUINARIA INDUSTRIAL,3746310
SERVICIOS ACUICOLAS PROFESIONALES SA DE CV,PRODUCCION ECO-INTENSIVA DE CAMARON CON SISTEMAS HETEROTROFICOS Y MANEJO DE RANGOS CARBONO/NITROGENO. FASE III,ALIMENTOS,2423853
PRODUCTOS SELECTOS ROCHIN SA DE CV,"DISENO, IMPLEMENTACION Y VALIDACION DE UN PAQUETE TECNOLOGICO PARA LA PRODUCCION DE ALIMENTOS CARNICOS DE LARGA VIDA EN ANAQUEL ENVASADOS EN POUCHES Y CHAROLAS ESTERILIZADAS.",ALIMENTOS,4022319
MARICULTURA DEL PACIFICO SA DE CV,INCORPORACION DE CRITERIOS DE SELECCION PARA RESISTENCIA A ENFERMEDADES EMERGENTES DE ALTO IMPACTO EN EL PROGRAMA DE SELECCION GENETICA DEL CAMARON BLANCO DEL PACIFICO (PENAEUS (LITOPENAEUS) VANNAMEI),AGROINDUSTRIAL,4740408
EVOTUM SA DE CV,DISPOSITIVO MOVIL INTEGRAL PARA ELECCIONES - DMIE-VOTOX,TECNOLOGIAS DE LA INFORMACION,4329350
BUSINESS INTELLIGENT SOFTWARE SAPI DE CV,DESARROLLO WEB DE PUNTO DE VENTA PARA EL SECTOR SALUD Y CREACION DE APLICACIONES MOVILES SATELITES,TECNOLOGIAS DE LA INFORMACION,5674953
INDUSTRIAS CHILIMOY SA DE CV,FORTALECIMIENTO DE LINEA DE PRODUCCION DE SALSAS FRUTALES TRADICIONALES Y DESARROLLO DE ALIMENTOS FUNCIONALES A BASE DE ANTIOXIDANTES Y COLORANTES DE ORIGEN NATURAL.,ALIMENTOS,4372344
AUTO RENTAS AGA SA DE CV,PORTAL WEB DE RED SOCIAL DE TURISMO Y REALIDAD AUMENTADA EN DISPOSITIVOS MOVILES CON ANDROID,TECNOLOGIAS DE LA INFORMACION,7240000
EL MANANTIAL SA DE CV,INVESTIGACION Y DESARROLLO DE LA INGENIERIA APLICADA Y EL PROTOTIPO DE UN SISTEMA AUTOMATIZADO DE PALETIZADO PARA SU INTEGRACION A UNA CADENA PRODUCTIVA DE EMBOTELLADO EN VIDRIO DE BEBIDAS CARBONATADAS.,MECATRONICA,8091424
LOS NACHOS MEXICAN FOOD SA DE CV,PRIMERA ETAPA DE ESCALAMIENTO DE PLANTA PILOTO PARA LA PRODUCCION DE NACHOS (BOTANA SNACK CON ALTO VALOR NUTRITIVO) Y DISENO E IMPLEMENTACION DE PLAN ESTRATEGICO DE DESARROLLO (CONTINUACION INNOVAPYME 2013 CON CLAVE 200088).,ALIMENTOS,4474551
SYS21 MEXICO SA,"DESARROLLO Y APLICACION DE SOFTWARE INTEGRAL DE TRAZABILIDAD Y RASTREABILIDAD AGRICOLA PARA LA IMPLEMENTACION DE ESQUEMAS DE INTELIGENCIA DE NEGOCIOS BAJO TECNOLOGIA WEB, PARA FORTALECIMIENTO DE EXPORTACION DE ALIMENTOS.",TECNOLOGIAS DE LA INFORMACION,4625957
AGRODISTRIBUCIONES JAR SA DE CV,"CARGADOR FRONTAL BIFUNCIONAL CON BANDA TELESCOPICA, LECTOR INFRARROJO, PARA PAPA DE INDUSTRIA Y MERCADO FRESCO",METALMECANICA,7195665
IOSA DE LOS MOCHIS SA DE CV,"INNOVACION EN OXIGENACION  AUXILIAR  ACUICOLA  PARA CONTRARRESTAR ENFERMEDADES EN ESTANQUES DE ACUACULTURA, SEGUNDA GENERACION",MAQUINARIA INDUSTRIAL,7000487
